"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 08 00:24:17 GMT 2023","Fri Sep 08 00:24:19 GMT 2023","2065","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Fri Sep 08 00:24:17 GMT 2023","Fri Sep 08 00:24:20 GMT 2023","3278","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Fri Sep 08 00:24:19 GMT 2023","Fri Sep 08 00:24:21 GMT 2023","1577","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
