"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 21 00:27:35 GMT 2024","Thu Mar 21 00:27:36 GMT 2024","1419","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Thu Mar 21 00:27:36 GMT 2024","Thu Mar 21 00:27:37 GMT 2024","943","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Thu Mar 21 00:27:35 GMT 2024","Thu Mar 21 00:27:37 GMT 2024","2210","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
