"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 23 00:24:15 GMT 2023","Wed Aug 23 00:24:16 GMT 2023","1440","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Wed Aug 23 00:24:12 GMT 2023","Wed Aug 23 00:24:16 GMT 2023","3305","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Wed Aug 23 00:24:12 GMT 2023","Wed Aug 23 00:24:14 GMT 2023","1999","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
