"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 15 00:30:38 GMT 2024","Mon Jan 15 00:30:40 GMT 2024","1524","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Mon Jan 15 00:30:40 GMT 2024","Mon Jan 15 00:30:41 GMT 2024","924","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Mon Jan 15 00:30:38 GMT 2024","Mon Jan 15 00:30:40 GMT 2024","2262","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
