"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 17 00:28:52 GMT 2024","Sun Mar 17 00:28:54 GMT 2024","1434","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Sun Mar 17 00:28:52 GMT 2024","Sun Mar 17 00:28:55 GMT 2024","2194","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Sun Mar 17 00:28:54 GMT 2024","Sun Mar 17 00:28:55 GMT 2024","971","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
