"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 09 00:24:17 GMT 2023","Sat Sep 09 00:24:19 GMT 2023","1716","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Sat Sep 09 00:24:14 GMT 2023","Sat Sep 09 00:24:17 GMT 2023","2385","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Sat Sep 09 00:24:14 GMT 2023","Sat Sep 09 00:24:19 GMT 2023","4014","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
