"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 30 00:26:17 GMT 2023","Sat Dec 30 00:26:18 GMT 2023","1519","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Sat Dec 30 00:26:18 GMT 2023","Sat Dec 30 00:26:19 GMT 2023","1039","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Sat Dec 30 00:26:17 GMT 2023","Sat Dec 30 00:26:19 GMT 2023","2625","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
