"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 05 00:26:20 GMT 2024","Tue Mar 05 00:26:22 GMT 2024","2177","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Tue Mar 05 00:26:22 GMT 2024","Tue Mar 05 00:26:22 GMT 2024","908","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Tue Mar 05 00:26:20 GMT 2024","Tue Mar 05 00:26:22 GMT 2024","1444","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
