"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 12:00:48 GMT 2023","Fri Apr 21 12:00:50 GMT 2023","2816","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Fri Apr 21 12:00:51 GMT 2023","Fri Apr 21 12:00:53 GMT 2023","2439","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Fri Apr 21 12:00:48 GMT 2023","Fri Apr 21 12:00:52 GMT 2023","4518","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
