"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 26 00:26:00 GMT 2023","Tue Sep 26 00:26:04 GMT 2023","3868","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Tue Sep 26 00:26:03 GMT 2023","Tue Sep 26 00:26:04 GMT 2023","1670","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Tue Sep 26 00:26:00 GMT 2023","Tue Sep 26 00:26:03 GMT 2023","2676","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
