"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 00:31:26 GMT 2023","Mon Jul 24 00:31:29 GMT 2023","2868","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
"passed","Mon Jul 24 00:31:26 GMT 2023","Mon Jul 24 00:31:31 GMT 2023","4410","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Mon Jul 24 00:31:29 GMT 2023","Mon Jul 24 00:31:31 GMT 2023","2056","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
