"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 16 00:26:53 GMT 2023","Sat Dec 16 00:26:54 GMT 2023","1006","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestPositive","loginTestPositive(TestInfo)",""
"passed","Sat Dec 16 00:26:51 GMT 2023","Sat Dec 16 00:26:54 GMT 2023","2414","","tests.QuickTransferTest","","tests.QuickTransferTest","quickTransferFundsPositive","quickTransferFundsPositive(TestInfo)",""
"passed","Sat Dec 16 00:26:51 GMT 2023","Sat Dec 16 00:26:53 GMT 2023","1622","","tests.DemoBankLoginTest","","tests.DemoBankLoginTest","loginTestNegative","loginTestNegative(TestInfo)",""
